rcid,TOTALRAISED,YEARFOUNDED,EMPLOYEES,REVENUE,Bankrupt,Acquired_IPO,DEALSIZE,SeriesA
234149,0.38,2019.0,10.0,0.84,0.0,0.0,0.35,0.0
234172,42.3,2006.0,114.0,45.3,0.0,1.0,132.0,0.0
234245,,2013.0,33.0,,0.0,0.0,,0.0
234267,27.5,2012.0,51.0,,0.0,1.0,275.0,1.0
234441,,2010.0,,,0.0,0.0,3.0,0.0
234508,,2001.0,,,0.0,1.0,,0.0
234587,,2015.0,31.0,,1.0,0.0,,0.0
234643,1.727106,2019.0,8.0,0.082095,0.0,0.0,1.200001,0.0
234662,6.518967,2019.0,19.0,,0.0,0.0,6.468967,0.0
234671,4.25,2008.0,17.0,,0.0,1.0,6.3,1.0
234750,0.15,2012.0,4.0,,1.0,0.0,0.15,0.0
234762,,2010.0,115.0,5.3,0.0,1.0,,0.0
234770,,2004.0,97.0,4.8,0.0,1.0,,0.0
234817,0.25,2017.0,,,1.0,0.0,0.925,0.0
235013,,2005.0,,,0.0,1.0,,0.0
235048,8549.0,1978.0,5000.0,1200.0,0.0,1.0,3150.0,0.0
235118,,,,,,,3.15845281,0.0
235206,0.5,2011.0,72.0,,0.0,0.0,0.5,0.0
235314,120.0,2013.0,74.0,16.599,0.0,1.0,164.12,1.0
235391,3.5,2009.0,40.0,,0.0,1.0,47.339,0.0
235427,55.999999,2018.0,40.0,,0.0,0.0,49.999999,1.0
235429,75.67924,2009.0,90.0,,0.0,0.0,28.929239,1.0
235489,40.0,2021.0,65.0,,0.0,0.0,40.0,0.0
235591,,,,,,,19.16135377,0.0
235626,,,,,,,,0.0
235785,1.0,2010.0,38.0,,0.0,1.0,1.0,1.0
235836,21.55,2019.0,46.0,,0.0,0.0,18.5,0.0
235899,,,,,,,,0.0
236068,,2002.0,54.0,,0.0,1.0,,0.0
236072,29.191618,2014.0,96.0,,0.0,1.0,21.571617,1.0
236121,,,,,,,0.04,0.0
236202,,2012.0,20.0,,0.0,1.0,,0.0
236250,,2004.0,,,0.0,1.0,,0.0
236254,8.348547,2015.0,11.0,,0.0,0.0,11.53654,0.0
236449,,2000.0,201.0,,0.0,1.0,,0.0
236480,0.505,2013.0,7.0,,1.0,0.0,0.325,0.0
236567,2.6,2016.0,11.0,,1.0,0.0,1.6,0.0
236653,1.17,2016.0,6.0,,0.0,0.0,0.15,0.0
236654,,2003.0,40.0,,0.0,0.0,,0.0
236803,2.092093,2010.0,11.0,,0.0,0.0,1.75,0.0
236932,56.080501,2011.0,228.0,376.528,0.0,1.0,616.5,1.0
237024,,2015.0,,3.0,0.0,1.0,,0.0
237122,,2009.0,54.0,,0.0,1.0,,0.0
237164,4.812,2013.0,10.0,3.0,1.0,0.0,3.0,1.0
237202,320.092854,2005.0,355.0,152.668,0.0,1.0,85.5,1.0
237258,5.94453437,2015.0,20.0,,1.0,0.0,4.4261333700000005,1.0
237335,55.0,2008.0,57.0,,0.0,0.0,150.0,0.0
237360,0.7,2011.0,1.0,,1.0,0.0,0.7,1.0
237474,140.250005,2010.0,90.0,4.7,0.0,0.0,130.0,0.0
237521,,2015.0,4.0,,0.0,0.0,5.22,1.0
237629,,,,,,,41.12947009,0.0
237670,,2000.0,5.0,,0.0,1.0,0.97364101,0.0
237684,,2008.0,,,0.0,1.0,8.5,0.0
237796,,,,,,,,0.0
237873,89.000821,2014.0,78.0,,0.0,0.0,54.999998,1.0
238024,10.0,2006.0,3.0,,0.0,0.0,10.0,0.0
238028,,,,,,,,0.0
238036,1.05,2014.0,8.0,,1.0,0.0,0.75,0.0
238059,,2003.0,,,0.0,1.0,,0.0
238350,4.0,2013.0,11.0,,0.0,0.0,1.9,1.0
238455,0.352239,2008.0,2.0,,1.0,0.0,0.352239,0.0
238606,,2002.0,92.0,,0.0,1.0,,0.0
238717,,2011.0,,,1.0,0.0,,0.0
238828,0.118,2014.0,4.0,,1.0,0.0,0.118,0.0
238961,4.997825,2012.0,29.0,,1.0,0.0,2.497825,0.0
239140,0.7000000000000001,2013.0,20.0,,1.0,1.0,0.7000000000000001,1.0
239241,3.925,2013.0,,,1.0,0.0,3.9,0.0
239261,0.731518,2012.0,11.0,,0.0,0.0,0.731518,1.0
239377,5.165285,2010.0,5.0,1.044518,0.0,1.0,2.2,1.0
239485,,2014.0,10.0,3.0,0.0,1.0,3.85,0.0
239544,15.4,2018.0,65.0,8.9,0.0,0.0,12.4,1.0
239685,45.37501,2002.0,191.0,28.99,0.0,0.0,12.8,0.0
239756,1.195,2013.0,3.0,,1.0,0.0,1.075,0.0
239776,26.498372,2018.0,18.0,,0.0,1.0,336.0,1.0
239897,,2004.0,38.0,,0.0,1.0,,0.0
239929,,,,,,,,0.0
240015,,2000.0,200.0,,0.0,0.0,2.143181,0.0
240172,,2006.0,,,0.0,1.0,34.01,0.0
240305,1.4,2010.0,21.0,,1.0,0.0,1.4,0.0
240400,1.25,2003.0,20.0,0.8,0.0,1.0,13.35,1.0
240518,,2008.0,98.0,6.2,0.0,1.0,,0.0
240574,,2010.0,,,0.0,0.0,,0.0
240625,1.6,2011.0,7.0,,1.0,0.0,4.0,1.0
240986,0.45,2016.0,23.0,1.4,1.0,0.0,0.45,0.0
241039,113.96026681,2004.0,72.0,9.0,0.0,1.0,38.7,1.0
241113,23.475,2018.0,48.0,,0.0,0.0,19.3,1.0
241184,,2014.0,5.0,,1.0,0.0,0.3,0.0
241214,0.125,2020.0,4.0,,0.0,0.0,0.125,0.0
241226,0.1,2016.0,5.0,,0.0,0.0,0.1,0.0
241431,28.88924,2019.0,31.0,,0.0,0.0,25.21424,1.0
241532,0.01603,2016.0,,,1.0,0.0,0.01603,0.0
241540,1.5,2019.0,4.0,,0.0,0.0,1.0,0.0
241618,,2001.0,17.0,,0.0,1.0,141.0,0.0
241742,1.55,2019.0,9.0,,1.0,0.0,1.35,0.0
241783,11.511201,2008.0,80.0,,0.0,1.0,85.0,1.0
241845,0.15,2016.0,6.0,,0.0,1.0,0.15,0.0
241878,0.19,2016.0,25.0,,0.0,0.0,0.19,0.0
241969,,,,,,,0.26,0.0
241977,,2008.0,,,0.0,1.0,,0.0
242051,14.0,2014.0,104.0,35.0,0.0,0.0,0.103948,0.0
242069,3.305217,2012.0,,,0.0,0.0,3.305217,1.0
242094,2.5,2014.0,20.0,0.73,0.0,0.0,2.5,0.0
242100,,2016.0,1.0,,0.0,0.0,,0.0
242117,40.000004,2006.0,95.0,,0.0,0.0,16.000001,1.0
242164,1.605,2003.0,99.0,152.5,0.0,0.0,1.605,0.0
242180,178.49999300000002,2013.0,73.0,1813.989,0.0,1.0,961.4,1.0
242242,4.2,2016.0,4.0,,0.0,1.0,4.0,0.0
242260,,2004.0,,,0.0,1.0,,0.0
242276,,2002.0,30.0,,0.0,0.0,,
242306,69.071057,2001.0,99.0,,0.0,1.0,16.0,1.0
242359,,2000.0,35.0,75.0,0.0,1.0,0.005,0.0
242400,,,,,,,,0.0
242548,,2003.0,63.0,14.8,0.0,1.0,,0.0
242580,69.0,1995.0,92.0,3.1,0.0,0.0,55.0,1.0
242618,2.122538,2012.0,3.0,,0.0,1.0,1.38998,1.0
242871,1.341,2006.0,100.0,10.0,0.0,0.0,0.8,0.0
242894,177.97656700000002,2014.0,275.0,1000000.0,0.0,0.0,70.0,1.0
242989,2.8000000000000003,2017.0,,,0.0,1.0,1.95,0.0
243109,4.706975,2020.0,9.0,,0.0,0.0,3.7,0.0
243413,26.600561,2015.0,31.0,,0.0,1.0,26.599554,1.0
243445,39.315051,2004.0,137.0,21.6,0.0,0.0,19.0,1.0
243620,,2021.0,,,0.0,0.0,,
243655,,2004.0,100.0,,0.0,1.0,,0.0
243783,0.056,2015.0,4.0,,1.0,0.0,0.75,0.0
243890,,2005.0,11.0,2.079483,0.0,0.0,,0.0
243934,3.771424,2014.0,,,1.0,0.0,2.601425,0.0
244029,3.1631940000000003,2020.0,30.0,,0.0,0.0,3.0381940000000003,0.0
244073,,2010.0,,,0.0,1.0,,0.0
244163,,2012.0,,,0.0,1.0,,0.0
244248,,2012.0,,,0.0,1.0,,0.0
244255,11.9,2014.0,12.0,,1.0,0.0,6.0,1.0
244369,21.158,2001.0,210.0,17.3,0.0,1.0,300.0,0.0
244428,,,,,,,0.01,0.0
244489,0.8365,2019.0,13.0,,0.0,0.0,0.75,0.0
244544,,2005.0,11.0,,0.0,1.0,,0.0
244648,,,,,,,100.0,1.0
244665,19.159703,2007.0,92.0,,0.0,1.0,9.646706,1.0
244862,27.723542,2012.0,23.0,,0.0,0.0,24.6,1.0
245261,,2008.0,30.0,,0.0,1.0,,0.0
245333,7.28488,2006.0,17.0,,0.0,0.0,5.0,0.0
245409,182.956634,2007.0,207.0,44.0,0.0,1.0,410.0,0.0
245412,,2003.0,50.0,,0.0,1.0,,0.0
245471,4.789,2018.0,19.0,,0.0,0.0,2.5,0.0
245520,,2005.0,80.0,,0.0,1.0,,0.0
245595,4.965,2014.0,29.0,2.5,0.0,0.0,3.0,0.0
245596,37.500001,2017.0,24.0,,0.0,1.0,27.000001,1.0
245621,3.9,2011.0,11.0,,1.0,0.0,2.4,0.0
245669,3.573727,2012.0,11.0,,1.0,0.0,3.423727,1.0
245775,0.675,2017.0,13.0,,1.0,0.0,0.625,0.0
245891,,2010.0,11.0,,1.0,0.0,,0.0
245913,0.63966,2014.0,7.0,,1.0,0.0,0.63966,0.0
245963,38.269345,2009.0,330.0,100.0,0.0,0.0,15.000001,1.0
246048,,2020.0,5.0,,0.0,0.0,1.225,0.0
246096,4.317001,2012.0,60.0,,0.0,0.0,2.4,1.0
246123,5.600003,2013.0,9.0,,0.0,1.0,4.000003,1.0
246237,0.05,2014.0,3.0,,1.0,0.0,0.05,0.0
246324,1.7,2014.0,10.0,,0.0,1.0,1.7,0.0
246383,5.17466983,2019.0,12.0,8.0,0.0,0.0,3.0,0.0
246479,,2003.0,,11.0,1.0,1.0,1.3,0.0
246552,34.068679,2009.0,60.0,,0.0,1.0,42.5,1.0
246560,0.01,2004.0,17.0,,0.0,0.0,0.01,0.0
246613,0.7000000000000001,2014.0,28.0,,0.0,0.0,0.7000000000000001,0.0
246724,2.792302,2009.0,8.0,,0.0,0.0,2.142302,0.0
246799,37.499999,2020.0,45.0,,0.0,0.0,20.0,1.0
246836,,2015.0,,,1.0,0.0,,0.0
246948,1.5,2016.0,8.0,,0.0,1.0,1.5,0.0
247038,110.900014,2012.0,500.0,,0.0,1.0,250.0,0.0
247069,,,,,,,2.8,1.0
247206,,2013.0,,,1.0,0.0,,0.0
247324,6.15,2008.0,35.0,,0.0,1.0,3.0,1.0
247383,2.3000000000000003,2014.0,10.0,,0.0,1.0,2.3000000000000003,0.0
247413,30.3,2007.0,94.0,,0.0,0.0,200.0,0.0
247506,0.04,2012.0,11.0,,0.0,0.0,0.02,0.0
247519,,2012.0,6.0,,0.0,1.0,,0.0
247521,116.824345,1997.0,342.0,19.873,0.0,1.0,66.0,1.0
247606,117.554391,2007.0,43.0,,0.0,0.0,73.0,1.0
247832,0.5,2016.0,8.0,0.0,1.0,0.0,0.25,0.0
247956,8.68,2002.0,11.0,,0.0,1.0,6.0200000000000005,1.0
247973,1.0,2001.0,35.0,9.030534,0.0,1.0,1.0,0.0
248114,51.499999,2012.0,110.0,,0.0,1.0,27.600001,1.0
248130,31.5,2020.0,18.0,,0.0,0.0,30.0,0.0
248285,47.870002,2013.0,51.0,,1.0,0.0,35.570001,1.0
248396,45.435315,2005.0,29.0,,0.0,0.0,14.800002,1.0
248628,0.4,2012.0,,,0.0,0.0,0.4,0.0
248883,,2006.0,11.0,,0.0,1.0,,0.0
248916,,2004.0,54.0,,0.0,0.0,0.384222,0.0
249058,,2014.0,4.0,,1.0,0.0,,1.0
249102,0.97,2018.0,18.0,,0.0,0.0,0.97,0.0
249278,1.925,2010.0,17.0,,1.0,0.0,1.925,0.0
249417,1.040001,2012.0,30.0,,0.0,1.0,1.040001,0.0
249443,87.0,2018.0,52.0,,0.0,0.0,35.0,0.0
249457,0.025,2015.0,1.0,0.15,0.0,0.0,0.025,0.0
249564,,1996.0,,,0.0,1.0,,0.0
249712,0.43088,2006.0,6.0,,1.0,0.0,0.43088,0.0
249822,3.5,2011.0,80.0,,0.0,0.0,3.5,1.0
249825,,2010.0,51.0,,0.0,1.0,,0.0
249870,,2008.0,8.0,,0.0,1.0,,0.0
249909,4.55,2010.0,25.0,,0.0,0.0,4.5,0.0
249917,,1999.0,120.0,80.9,0.0,0.0,,0.0
249939,3.25,2019.0,10.0,,0.0,0.0,3.0,0.0
249993,3.0,2017.0,3.0,,1.0,0.0,3.0,0.0
250145,,1984.0,,8.700000000000001,0.0,1.0,0.6,0.0
250241,,2003.0,4.0,,1.0,0.0,,0.0
250276,,2008.0,,19.9,0.0,1.0,0.9259,0.0
250397,,2001.0,11.0,,0.0,1.0,2.3000000000000003,0.0
250520,0.01,2012.0,,,1.0,0.0,0.01,0.0
250531,,2015.0,8.0,,0.0,1.0,10.9,0.0
250539,2.815,2006.0,11.0,5.0,1.0,0.0,1.62,1.0
250686,0.15,2019.0,12.0,,0.0,0.0,1.0,0.0
250713,,,,,,,,0.0
251000,35.75,2003.0,40.0,,0.0,1.0,13.0,1.0
251120,,2008.0,102.0,,0.0,1.0,5.0,0.0
251204,3.46,2019.0,10.0,,0.0,0.0,1.7,0.0
251445,1650.0,1956.0,3455.0,1550.746,0.0,1.0,900.0,0.0
251481,1.0,2013.0,4.0,,0.0,1.0,1.0,0.0
251541,,2009.0,10.0,,0.0,0.0,0.44546,0.0
251602,59.097472,2010.0,35.0,,0.0,1.0,35.0,1.0
251677,6.965374,2010.0,24.0,,0.0,0.0,4.5,1.0
251682,1.0,2022.0,10.0,,0.0,0.0,1.0,0.0
251708,14.0,2007.0,60.0,5.37,0.0,0.0,12.0,0.0
251749,0.025,2020.0,5.0,,0.0,0.0,0.025,0.0
251753,,1996.0,,20.0,0.0,1.0,20.9,0.0
252016,69.63,2008.0,201.0,9.1,0.0,1.0,63.76,1.0
252148,4.1,2020.0,13.0,,0.0,0.0,4.1,0.0
252151,1.725,2012.0,11.0,,0.0,1.0,0.850001,0.0
252194,,2010.0,154.0,1.4,0.0,1.0,,0.0
252292,,2010.0,15.0,,0.0,1.0,,0.0
252378,0.01107,2015.0,2.0,,0.0,0.0,0.01107,0.0
252412,19.179073,2016.0,60.0,,0.0,0.0,14.079073,1.0
252873,,1989.0,,,0.0,0.0,,0.0
253004,61.707336,2005.0,170.0,15.0,0.0,1.0,30.000051,0.0
253032,38.952,2010.0,51.0,,0.0,1.0,38.952,0.0
253148,1.0,2009.0,201.0,55.0,0.0,1.0,1.0,0.0
253251,0.725,2013.0,4.0,,1.0,0.0,0.1,0.0
253341,0.809974,2019.0,7.0,,0.0,0.0,0.309974,0.0
253572,,2006.0,7.0,,0.0,1.0,7.0,0.0
253573,0.05,2016.0,2.0,,1.0,0.0,0.05,0.0
253590,25.6,2013.0,29.0,,1.0,0.0,13.5,1.0
253632,1.418,2008.0,,,0.0,1.0,1.418,1.0
253644,3.0,,5.0,,0.0,1.0,2.0,0.0
253688,0.26005,1999.0,19.0,,0.0,1.0,11.4,0.0
253698,,,,,,,72.0,1.0
253833,,2009.0,46.0,,0.0,1.0,,0.0
253853,0.35,2017.0,20.0,,0.0,0.0,0.25,0.0
253856,4.85,2014.0,13.0,,1.0,0.0,4.8500000000000005,0.0
254047,1.74,2011.0,23.0,,1.0,0.0,1.1,0.0
254059,9.0,2012.0,50.0,,0.0,1.0,9.0,1.0
254107,3.899998,2016.0,12.0,0.6786,0.0,1.0,1.800001,0.0
254162,0.07,2013.0,9000.0,,0.0,0.0,0.07,0.0
254530,,2003.0,,0.001818,0.0,1.0,2.652,0.0
254581,,2001.0,1.0,0.0,0.0,0.0,0.1,0.0
254590,54.199986,2012.0,160.0,2.8000000000000003,0.0,0.0,26.0,1.0
254648,24.103804,2014.0,20.0,,0.0,1.0,20.0,0.0
254693,,2014.0,47.0,,0.0,1.0,,0.0
254818,1.25,2018.0,8.0,0.47496724,0.0,1.0,,
254996,,,,,,,0.01787652,0.0
255034,,2019.0,7.0,,0.0,1.0,,0.0
255552,,2015.0,19.0,12.604,0.0,0.0,,0.0
255630,10.5,1999.0,117.0,15.3,0.0,1.0,175.0,0.0
255711,2.200001,2016.0,12.0,2.75,0.0,1.0,1.500001,0.0
255721,,2011.0,11.0,,0.0,1.0,,0.0
256034,20.563715,2014.0,44.0,,1.0,0.0,13.500001,1.0
256083,69.75,2005.0,1.0,,0.0,1.0,2100.0,1.0
256138,13.499927,2011.0,35.0,,0.0,0.0,6.9999400000000005,1.0
256151,,2009.0,58.0,,0.0,0.0,,0.0
256197,18.364326,2002.0,2.0,,0.0,1.0,18.364326,1.0
256227,2.510385,2015.0,7.0,1.4,0.0,1.0,1.865385,0.0
256480,1.6,2010.0,2.0,,1.0,0.0,1.6,0.0
256507,50.100002,2015.0,54.0,,0.0,0.0,28.000002,1.0
256541,,2015.0,4.0,,1.0,0.0,0.454433,0.0
256593,50.98333,2011.0,69.0,,0.0,1.0,152.20000000000002,0.0
256598,,1993.0,38.0,5.626069,0.0,1.0,,0.0
256656,16.088245,2011.0,20.0,2.4,0.0,1.0,8.500001000000001,1.0
256881,0.35,2015.0,7.0,,0.0,0.0,0.05,0.0
257056,,2012.0,23.0,,0.0,0.0,,0.0
257160,0.2,2016.0,8.0,0.0009,0.0,0.0,0.15,0.0
257266,92.499983,2012.0,105.0,1.6,0.0,0.0,35.0,1.0
257363,10.499999,2017.0,9.0,3.0,0.0,1.0,5.999999,1.0
257376,3.1,2010.0,7.0,,0.0,1.0,2.0,0.0
257445,8.746482,2011.0,,,0.0,1.0,50.0,1.0
257546,,2014.0,7.0,,0.0,0.0,,0.0
257558,1.0488,2013.0,,,0.0,1.0,1.0488,0.0
258092,,2013.0,3.0,,0.0,0.0,,0.0
258224,76.673154,2013.0,115.0,0.886,0.0,1.0,69.999915,1.0
258303,22.90634606,2002.0,,,1.0,0.0,6.999994,1.0
258448,18.466154,2016.0,50.0,,0.0,0.0,10.0,1.0
258641,,2001.0,51.0,,0.0,1.0,12.36,0.0
258656,10.0513,2013.0,36.0,,0.0,0.0,5.07591,0.0
258705,0.3,2009.0,9.0,,1.0,0.0,0.3,1.0
258730,,2004.0,,,1.0,1.0,,0.0
258835,0.65,2012.0,36.0,,0.0,0.0,0.5,0.0
258885,21.031906,2013.0,52.0,,0.0,0.0,10.531905,1.0
258938,,,,,,,,0.0
259201,,2012.0,16.0,1.2,0.0,1.0,0.75,0.0
259226,16.25,2011.0,45.0,,0.0,1.0,9.5,1.0
259299,4.540478,2004.0,17.0,,0.0,0.0,4.091417,1.0
259336,1.008,2014.0,,,1.0,0.0,1.008,0.0
259461,,2003.0,28.0,,0.0,1.0,,0.0
259541,290.0,2005.0,,,0.0,1.0,495.62685051,0.0
259611,,,,,,,1.58614597,0.0
259624,0.19,2017.0,6.0,,1.0,0.0,0.12,0.0
259681,7.999999,2008.0,,,1.0,0.0,4.999999,1.0
259710,15.279225,2012.0,29.0,,0.0,0.0,7.85975,1.0
259964,9.049999,2016.0,29.0,,0.0,0.0,5.0,1.0
260036,,2016.0,83.0,,0.0,0.0,,0.0
260048,0.7725,2010.0,,,1.0,0.0,0.7725,0.0
260060,,2017.0,,,0.0,0.0,,0.0
260074,59.013624,2017.0,144.0,,0.0,0.0,40.000011,1.0
260214,1.95,2010.0,11.0,,1.0,0.0,1.95,0.0
260293,,2003.0,13.0,,0.0,1.0,,0.0
260466,40.599988,2020.0,45.0,,0.0,0.0,25.0,1.0
260474,,2001.0,92.0,,0.0,0.0,,
260488,,2015.0,2.0,,0.0,0.0,0.01,0.0
260579,11.445101,2012.0,17.0,,0.0,1.0,3.859599,1.0
260984,5.35,2018.0,11.0,,0.0,0.0,3.0,0.0
261002,25.0,2015.0,21.0,,0.0,0.0,20.0,1.0
261035,228.415,2008.0,3612.0,5595.283,0.0,1.0,225.75,1.0
261175,,2012.0,10.0,,0.0,0.0,0.8,0.0
261305,1.958072,2015.0,2.0,,0.0,0.0,1.848072,0.0
261329,2.5,2018.0,19.0,,0.0,0.0,2.5,1.0
261358,0.1,2015.0,5.0,,0.0,1.0,0.12,0.0
261422,43.0,1998.0,170.0,46.79669,0.0,1.0,34.0,0.0
261466,2.0,2014.0,14.0,,0.0,0.0,2.0,0.0
261532,13.649969,2018.0,19.0,,0.0,0.0,13.649969,0.0
261688,,2012.0,5.0,,0.0,0.0,0.3,0.0
261691,29.128448,2010.0,60000.0,,0.0,1.0,29.128448,0.0
262212,5.58,2014.0,15.0,,0.0,0.0,5.58,0.0
262314,85.749996,2012.0,347.0,,0.0,1.0,495.0,1.0
262321,3.855,2014.0,21.0,,0.0,0.0,3.355,1.0
262328,96.95833,2008.0,120.0,,0.0,1.0,20.000002,1.0
262383,,2016.0,,,0.0,1.0,70.63,0.0
262409,,2002.0,2000.0,253.0,0.0,0.0,,0.0
262540,201.4,2007.0,6744.0,2296.444,0.0,1.0,260.9,1.0
262575,,2016.0,,,1.0,0.0,,0.0
262617,,2015.0,19.0,,0.0,1.0,,0.0
262760,17.1,2014.0,48.0,,0.0,0.0,9.5,0.0
262811,24.999997,2020.0,35.0,,0.0,0.0,16.0,1.0
263004,31.35,2013.0,77.0,9.0,0.0,0.0,26.0,0.0
263054,,2016.0,3.0,,0.0,0.0,,0.0
263073,,,,,,,,0.0
263177,,2015.0,,,0.0,0.0,,0.0
263229,200.399998,2018.0,23.0,,1.0,0.0,96.0,1.0
263275,,2000.0,11.0,9.9,0.0,1.0,34.0,0.0
263359,,2013.0,11.0,,0.0,0.0,2.0,0.0
263507,153.14613,2015.0,41.0,2.392204,0.0,1.0,20.0,1.0
263577,0.2,2017.0,9.0,,0.0,1.0,0.2,0.0
263592,0.03,2011.0,5.0,,1.0,0.0,0.02,0.0
263643,10.0,2015.0,,,0.0,0.0,10.0,1.0
263695,4.5,2012.0,34.0,,0.0,1.0,3.448111,0.0
263745,70.15,2013.0,65.0,,0.0,1.0,150.0,1.0
263809,,2016.0,2.0,,0.0,0.0,,
263873,0.35,2011.0,3.0,,1.0,0.0,0.2,0.0
263888,6.393607,2009.0,3.0,,1.0,0.0,2.49858,0.0
264059,882.477,1982.0,2114.0,150.388,0.0,0.0,729.0,0.0
264065,,1994.0,20.0,,0.0,1.0,1.0,0.0
264098,,2005.0,,,0.0,1.0,15.1,0.0
264114,,2006.0,16.0,13.902863,0.0,0.0,,0.0
264142,140.54241100000002,2006.0,206.0,20.0,0.0,1.0,199.28,1.0
264157,0.02991183,2012.0,6.0,,0.0,0.0,3.331361,0.0
264185,31.0,2016.0,60.0,3.0,0.0,1.0,15.0,1.0
264338,,2014.0,33.0,,0.0,1.0,,0.0
264373,8.733645,2016.0,22.0,,0.0,0.0,3.200002,1.0
264750,0.1,2012.0,10.0,,1.0,0.0,0.1,0.0
264800,17.076396,2012.0,50.0,,0.0,1.0,5.306396,1.0
264832,33.807517,2012.0,21.0,,0.0,0.0,18.4,1.0
264866,,2014.0,500.0,,0.0,1.0,,0.0
264880,55.649453,2012.0,48.0,,0.0,0.0,18.0,1.0
264919,231.000006,2016.0,198.0,,0.0,0.0,100.000005,1.0
265199,19.365,2012.0,20.0,2.2,0.0,1.0,14.999997,1.0
265333,0.65,2012.0,19.0,0.8,0.0,1.0,8.0,0.0
265340,0.25,2013.0,7.0,,1.0,0.0,0.25,0.0
265341,15.752253,2013.0,13.0,,0.0,0.0,15.752253,0.0
265402,6.481196,2016.0,19.0,,1.0,0.0,5.481196,1.0
265450,,2013.0,28.0,3.15,0.0,0.0,,0.0
265533,1.0,2008.0,23.0,,0.0,0.0,1.0,0.0
265546,10.948984,2010.0,2.0,,1.0,0.0,6.577064,1.0
265597,3.5,2018.0,11.0,,0.0,0.0,3.5,0.0
265604,0.5105,2015.0,,,1.0,0.0,0.5105,0.0
265802,4.8500000000000005,2015.0,12.0,,0.0,1.0,29.59939683,0.0
265895,1.0,2010.0,,,1.0,0.0,,0.0
265919,9.5,2021.0,11.0,,0.0,0.0,5.0,0.0
265958,,2018.0,5.0,0.856,0.0,0.0,0.711972,0.0
266027,,2009.0,25.0,13.1,0.0,1.0,,0.0
266061,1.581835,2014.0,22.0,12.0,0.0,0.0,1.083856,0.0
266305,,2013.0,8.0,,0.0,0.0,,0.0
266368,45.778998,2010.0,46.0,,0.0,1.0,111.4,1.0
266372,,2010.0,47.0,65.0,0.0,0.0,0.7770050000000001,0.0
266426,785.0,1985.0,822.0,444.849,0.0,1.0,385.0,0.0
266807,0.85,2016.0,,,1.0,0.0,0.85,0.0
267370,,2016.0,,,0.0,1.0,,0.0
267499,46.0135,2014.0,48.0,,0.0,0.0,22.0,0.0
267563,1.05,2015.0,4.0,0.25,0.0,0.0,0.625,0.0
267615,,2019.0,10.0,,0.0,0.0,,0.0
267750,76.059718,2015.0,57.0,,0.0,0.0,52.759718,1.0
267819,,1997.0,33.0,,0.0,1.0,0.007087,0.0
267854,,2007.0,68.0,,0.0,1.0,,0.0
267952,,2001.0,30.0,,0.0,0.0,,0.0
268185,54.499996,,59.0,,0.0,1.0,28.000002,1.0
268212,0.12,2017.0,3.0,,1.0,0.0,0.12,0.0
268234,3.725,2019.0,52.0,,0.0,0.0,2.915,0.0
268435,0.101,2019.0,27.0,,0.0,1.0,0.5,0.0
268603,62.207,1986.0,199.0,40.0,0.0,0.0,62.207,0.0
268774,,2005.0,,,0.0,1.0,,0.0
268836,,2011.0,11.0,9.6,0.0,1.0,,0.0
268893,,2003.0,,,0.0,1.0,2.525,0.0
268946,73.99505,1998.0,34.0,,0.0,1.0,222.0,0.0
268988,1.082076,2018.0,40.0,1.0,0.0,0.0,0.5370010000000001,0.0
269009,14.012708,2011.0,29.0,,0.0,0.0,3.881,1.0
269051,0.35,2014.0,,,0.0,1.0,0.35,0.0
269101,4.862178,2006.0,21.0,,0.0,0.0,4.862178,0.0
269155,,,,,,,0.232,0.0
269239,0.0375,1997.0,1.0,,0.0,0.0,0.0375,0.0
269350,7.136723,2016.0,18.0,,0.0,0.0,2.843864,0.0
269618,,2016.0,,,0.0,1.0,0.10919,0.0
269653,,2004.0,102.0,,0.0,1.0,,0.0
269820,1.154,2007.0,110.0,1.0,0.0,0.0,4.984063,1.0
269833,16.729979,,,,1.0,0.0,6.999979,1.0
269881,,2014.0,33.0,,0.0,0.0,,0.0
269892,8.855,2014.0,30.0,,0.0,1.0,7.0,1.0
269981,0.615,2012.0,10.0,,0.0,0.0,0.32,0.0
270081,9.633431,2020.0,42.0,,0.0,0.0,5.596584,0.0
270336,120.325005,2014.0,158.0,,0.0,0.0,60.000009,1.0
270478,0.950101,2017.0,,0.04711,0.0,0.0,0.119899,0.0
270676,,2011.0,5.0,,0.0,1.0,,0.0
270963,60.3,2019.0,300.0,,0.0,0.0,50.0,0.0
271031,10.23,2010.0,15.0,,0.0,0.0,6.98,1.0
271105,,2009.0,135.0,85.0,0.0,0.0,,0.0
271232,4.075,2013.0,31.0,,0.0,0.0,2.25,0.0
271248,,1995.0,25.0,,0.0,0.0,,0.0
271295,,,,,,,0.45,0.0
271533,,,,,,,2.79470021,0.0
271662,0.655975,2009.0,15.0,,0.0,0.0,0.550815,0.0
271691,4.21,2010.0,39.0,,0.0,1.0,3.0,1.0
271754,,1991.0,6.0,2.05494,0.0,0.0,1.38,0.0
271850,,2001.0,14.0,2.6,0.0,1.0,3.9,0.0
271877,0.5,2016.0,,,0.0,0.0,0.25,0.0
271895,0.5,2017.0,7.0,,0.0,0.0,0.5,1.0
272031,1.3,2009.0,49.0,,0.0,0.0,1.0,1.0
272062,7.505,2014.0,6000.0,114.7,0.0,0.0,4.5200000000000005,0.0
