rcid,TOTALRAISED,YEARFOUNDED,EMPLOYEES,REVENUE,Bankrupt,Acquired_IPO,DEALSIZE,SeriesA
1137908,7.087,2013.0,13.0,,0.0,0.0,4.03,0.0
1137935,1.025,2018.0,,,0.0,1.0,0.875,0.0
1137996,15.562358,2002.0,,,1.0,0.0,15.562358,1.0
1138160,,2013.0,,,0.0,1.0,,0.0
1138305,,2016.0,12.0,,0.0,0.0,,
1138448,7.0,2010.0,117.0,,0.0,0.0,7.0,0.0
1138530,,2013.0,,,1.0,0.0,,0.0
1138732,,2002.0,201.0,,0.0,0.0,,0.0
1138736,,2012.0,,,0.0,1.0,,0.0
1138754,20.577841,2013.0,34.0,,0.0,0.0,15.5,1.0
1139123,,2001.0,11.0,,0.0,1.0,,0.0
1139302,21.108802,2011.0,3.0,200.0,1.0,1.0,13.0,1.0
1139559,,,,,,,,0.0
1139596,,2008.0,,,0.0,0.0,,
1139634,3.579591,2014.0,15.0,,0.0,0.0,3.579591,1.0
1139657,1199.841003,1999.0,529.0,218.64686469,0.0,1.0,525.0,1.0
1139784,0.073178,2017.0,7.0,,1.0,0.0,0.056502,0.0
1140145,,2007.0,12.0,1.6,0.0,1.0,0.396,0.0
1140149,11.218002,2015.0,109.0,,0.0,0.0,4.818003,1.0
1140277,,2008.0,8.0,,0.0,1.0,,0.0
1140293,,,,,,,88.9518709,0.0
1140456,2.104428,2019.0,34.0,,0.0,0.0,1.101571,1.0
1140534,19.448012,2016.0,10.0,40.0,0.0,1.0,17.828007,0.0
1140586,1.2915,2004.0,134.0,,0.0,1.0,1.2915,0.0
1140604,14.45,2014.0,,,1.0,0.0,14.45,0.0
1140830,5.0,2008.0,38.0,,0.0,0.0,5.0,0.0
1140849,,2012.0,17.0,,0.0,1.0,,0.0
1140971,0.15,2014.0,4.0,,1.0,0.0,0.15,0.0
1141018,,2006.0,,,1.0,0.0,0.025,0.0
1141022,32.5,1997.0,51.0,3.8,0.0,1.0,12.0,0.0
1141140,34.952271,2015.0,36.0,,0.0,0.0,24.999988,1.0
1141239,5.15301,2011.0,6.0,,0.0,1.0,3.5,1.0
1141342,,2004.0,26.0,,0.0,0.0,,0.0
1141360,3.020001,2015.0,11.0,,0.0,0.0,3.000001,0.0
1141489,,2014.0,5.0,,0.0,1.0,,0.0
1141601,,2012.0,13.0,,0.0,0.0,,0.0
1141783,,2015.0,,,1.0,0.0,,0.0
1141843,23.0,2012.0,42.0,,0.0,1.0,10.0,1.0
1141859,0.24,2017.0,9.0,,0.0,0.0,0.12,0.0
1141993,0.125,2018.0,9.0,,0.0,0.0,0.125,0.0
1142027,0.8180000000000001,2011.0,7.0,,1.0,0.0,0.35,0.0
1142034,1971.999988,2013.0,2300.0,573.075,0.0,1.0,1225.0,1.0
1142047,,2020.0,23.0,1.2,0.0,0.0,,0.0
1142202,201.73406671,2016.0,200.0,,0.0,0.0,95.000001,1.0
1142248,0.1,2016.0,14.0,,0.0,0.0,0.05,0.0
1142266,1.25,2012.0,50.0,,0.0,1.0,26.2,0.0
1142284,48.697041,2012.0,35.0,,0.0,1.0,275.0,1.0
1142329,,2012.0,,,0.0,1.0,,0.0
1142415,25.0,,10.0,0.295738,1.0,1.0,25.0,0.0
1142652,,,,,0.0,1.0,0.104,0.0
1142710,,2002.0,49.0,,0.0,1.0,,0.0
1142757,13.915603,2018.0,50.0,,0.0,0.0,10.000002,1.0
1142785,0.2,2014.0,8.0,,0.0,0.0,0.2,0.0
1142977,14.0,2015.0,32.0,,0.0,1.0,11.0,1.0
1143011,39.5,2003.0,100.0,0.09,0.0,1.0,13.2,1.0
1143062,,2016.0,2.0,,0.0,1.0,,0.0
1143185,,2012.0,10.0,,0.0,0.0,,0.0
1143248,3.614,2012.0,19.0,,1.0,0.0,1.169,0.0
1143360,1.5,1983.0,50.0,17.39,0.0,1.0,40.0,0.0
1143616,13.308586,2019.0,10.0,0.887281,0.0,1.0,7.35,0.0
1143670,,2007.0,31.0,,0.0,1.0,,0.0
1143966,0.65,2016.0,3.0,,0.0,1.0,0.5,0.0
1144028,,2001.0,27.0,2.2,0.0,1.0,,0.0
1144033,3.36,2010.0,15.0,,0.0,1.0,15.0,0.0
1144194,2.390495,2006.0,,,1.0,0.0,2.0,1.0
1144333,,,,,0.0,1.0,,0.0
1144412,0.2,2017.0,10.0,,0.0,0.0,0.2,0.0
1144427,5.997853,2011.0,7.0,1.0,0.0,1.0,2.997853,0.0
1144456,,1993.0,115.0,11.7257,0.0,1.0,,0.0
1144559,214.383799,2014.0,96.0,7.497,0.0,1.0,89.60000000000001,1.0
1144641,8.619983,2020.0,78.0,,0.0,0.0,8.619983,0.0
1144674,,2011.0,,,0.0,1.0,,0.0
1144837,,2007.0,19.0,,0.0,1.0,,0.0
1144929,,2015.0,,,0.0,0.0,,0.0
1144944,25.928,2007.0,11.0,,1.0,0.0,6.125,0.0
1145061,0.12,2011.0,34.0,,0.0,0.0,0.1,0.0
1145126,,2010.0,,,0.0,1.0,,0.0
1145152,4.375001,2015.0,12.0,,1.0,0.0,3.3,0.0
1145162,4.85,2015.0,5.0,748.0,0.0,0.0,3.15,0.0
1145284,180.000109,2014.0,361.0,30.2,0.0,0.0,90.000109,1.0
1145348,,2018.0,,,0.0,0.0,,0.0
1145573,,2018.0,10.0,,0.0,1.0,,0.0
1145671,23.657563,2016.0,55.0,3.2,0.0,0.0,18.780111,0.0
1145750,1.5,2012.0,7.0,,1.0,0.0,1.5,0.0
1145811,14.0,2005.0,50.0,,0.0,1.0,14.0,0.0
1145828,12.5,2019.0,24.0,,0.0,0.0,12.5,0.0
1145958,20.750002,2013.0,63.0,,0.0,0.0,13.000002,1.0
1146155,,2003.0,,,0.0,1.0,,0.0
1146175,41.2,2015.0,35.0,,0.0,1.0,28.0,1.0
1146208,24.719712,2017.0,43.0,,0.0,0.0,22.0,1.0
1146418,17.2,2011.0,15.0,,0.0,0.0,10.2,1.0
1146447,12.348585,2006.0,1.0,,1.0,0.0,8.0,1.0
1146543,20.299999,2015.0,45.0,,0.0,0.0,14.999999,0.0
1146658,,2012.0,13.0,,0.0,1.0,,0.0
1146741,64.775553,2019.0,116.0,,0.0,0.0,54.899979,1.0
1146880,,2014.0,10.0,,0.0,1.0,,0.0
1146895,11.667,2013.0,24.0,,0.0,1.0,17.93824,1.0
1147065,,2015.0,53.0,0.330779,0.0,0.0,,0.0
1147113,,2006.0,9.0,5.2,0.0,1.0,,0.0
1147135,,2014.0,21.0,,0.0,0.0,0.125,0.0
1147158,,2019.0,17.0,0.00181,0.0,0.0,0.1209,0.0
1147186,0.5700000000000001,2017.0,5.0,,0.0,1.0,0.5700000000000001,0.0
1147297,13.279993,2015.0,6.0,,1.0,0.0,9.999993,1.0
1147306,,2012.0,11.0,,0.0,0.0,,0.0
1147371,2.972,2012.0,17.0,,0.0,0.0,1.2,0.0
1147413,0.62,2012.0,5.0,3.5,0.0,0.0,1.35,0.0
1147452,,2020.0,35.0,,0.0,0.0,,0.0
1147524,60.73665,2008.0,108.0,,0.0,1.0,30.22365,0.0
1147567,28.199863,2004.0,65000.0,12.0,0.0,1.0,205.0,1.0
1147751,104.0,2018.0,35.0,,0.0,0.0,100.0,0.0
1147805,16.730992,2016.0,64.0,5.0,0.0,0.0,6.0,1.0
1148001,15.1,2015.0,94.0,,0.0,0.0,15.1,0.0
1148043,21.0,2012.0,21.0,,0.0,0.0,18.0,1.0
1148128,,2006.0,38.0,,0.0,1.0,,1.0
1148154,3.174997,2011.0,15.0,,0.0,1.0,2.259996,0.0
1148224,,2016.0,2.0,,1.0,0.0,,0.0
1148356,,1982.0,21.0,,0.0,0.0,,0.0
1148364,1.585,2015.0,11.0,,0.0,0.0,1.425,0.0
1148365,0.1,2011.0,7.0,,1.0,0.0,0.1,0.0
1148369,15.125002,2019.0,60.0,,0.0,0.0,12.000002,1.0
1148437,15.402577,2005.0,11.0,,0.0,1.0,3.4,1.0
1148467,,1998.0,24.0,31.0,0.0,0.0,,0.0
1148504,,2016.0,5.0,,0.0,0.0,0.025,0.0
1148556,7.17184,2010.0,12.0,,0.0,0.0,4.32184,0.0
1148599,13.574968,2007.0,11.0,,0.0,1.0,7.000008,1.0
1148794,,2002.0,,,0.0,1.0,,0.0
1148829,8.872589,2017.0,19.0,,0.0,0.0,5.76954,1.0
1148881,,2015.0,,,0.0,1.0,8.9,0.0
1148886,,1970.0,436.0,,0.0,1.0,2.5317,0.0
1148900,,2021.0,38.0,,0.0,1.0,73.25,0.0
1148952,3.269276,2016.0,45.0,,0.0,0.0,3.269276,1.0
1149031,0.95,2011.0,5.0,7.8,1.0,0.0,0.5,0.0
1149113,10.52,2012.0,17.0,,0.0,1.0,5.0,1.0
1149174,5.844845,2019.0,10.0,,0.0,0.0,3.032626,0.0
1149261,13.074909,2017.0,38.0,,0.0,0.0,8.894909,1.0
1149299,,2016.0,4.0,,0.0,1.0,,0.0
1149322,0.0199,2015.0,,,0.0,0.0,0.409652,0.0
1149338,234.02147544,2003.0,15.0,0.0,0.0,0.0,83.89191576,1.0
1149377,14.65,2016.0,53.0,,0.0,0.0,8.9,0.0
1149508,9.0625,2002.0,,,0.0,1.0,6.0,1.0
1149587,,1974.0,104.0,,0.0,1.0,,0.0
1149657,57.97,2000.0,,,0.0,1.0,22.0,0.0
1149748,3.25,2004.0,110.0,,0.0,0.0,15.0,0.0
1149754,62.445001,2007.0,61.0,,0.0,1.0,36.500001,0.0
1150041,,,,,,,19.49276902,1.0
1150157,4.9,2015.0,8.0,,1.0,0.0,2.4,0.0
1150171,1091.939,2004.0,2000.0,83.9,0.0,1.0,3000.0,0.0
1150210,3.5,2017.0,8.0,,0.0,0.0,2.0,0.0
1150238,,2007.0,41.0,20.0,0.0,1.0,7.78,0.0
1150294,,2019.0,40.0,,0.0,1.0,,1.0
1150345,,2003.0,9.0,,0.0,1.0,,0.0
1150393,,2015.0,2.0,,0.0,1.0,,0.0
1150689,3.829999,2018.0,9.0,,0.0,0.0,3.699999,0.0
1150770,0.28,2017.0,21.0,,0.0,0.0,0.28,0.0
1150987,,2011.0,100.0,53.6,0.0,0.0,,0.0
1151112,0.629,2011.0,5.0,,0.0,1.0,0.629,0.0
1151132,1.0,2014.0,154.0,,0.0,0.0,1.0,0.0
1151217,,,,,,,17.0,0.0
1151337,,2016.0,17.0,,0.0,0.0,12.67248841,0.0
1151365,0.3,2010.0,,,1.0,0.0,0.05,0.0
1151442,109.000001,2015.0,140.0,,0.0,0.0,60.0,1.0
1151514,13.440663,2012.0,35.0,,0.0,0.0,5.0,0.0
1151515,,2002.0,11.0,,0.0,1.0,5.0,0.0
1151666,1.1,2013.0,2.0,,0.0,0.0,1.1,0.0
1151670,1.96,2010.0,11.0,,0.0,0.0,1.06,0.0
1151796,2.14,2010.0,9.0,0.221113,0.0,1.0,3.0,1.0
1151827,32.795294,2014.0,200.0,,0.0,0.0,26.795294,1.0
1151852,0.7000000000000001,2015.0,4.0,,0.0,1.0,0.4,0.0
1151870,,2007.0,45.0,61.3,0.0,1.0,116.648,0.0
1151902,7.0,2019.0,21.0,,0.0,0.0,7.0,0.0
1151903,1.132817,2010.0,5.0,,1.0,0.0,1.132817,1.0
1152034,4.4750000000000005,2017.0,11.0,0.1,0.0,0.0,1.8,0.0
1152060,274.915813,2007.0,62.0,,1.0,1.0,110.0,1.0
1152168,,2014.0,,,1.0,0.0,,0.0
1152175,1.5,1988.0,195.0,36.438,0.0,0.0,100.0,0.0
1152411,,2015.0,54.0,0.194301,0.0,0.0,,0.0
1152528,,2015.0,6.0,,0.0,0.0,,
1152607,,1999.0,111.0,,0.0,1.0,,0.0
1152611,0.145,2008.0,3.0,,1.0,0.0,0.105,0.0
1153040,13.0,2012.0,26.0,,0.0,1.0,13.0,1.0
1153132,74.518332,1999.0,450.0,80.35300000000001,0.0,1.0,329.8,0.0
1153207,2.0,2015.0,13.0,,0.0,0.0,2.0,0.0
1153462,0.025,2014.0,3.0,,0.0,1.0,0.59325,0.0
1153583,,2020.0,8.0,,0.0,1.0,3.0,0.0
1153587,,2019.0,8.0,,0.0,0.0,,
1153592,40.8,2007.0,,,0.0,1.0,389.16,1.0
1153602,5.800001,2008.0,28.0,,0.0,1.0,5.800001,1.0
1153678,0.025,2015.0,,,1.0,0.0,,0.0
1153725,1.625,2013.0,9.0,,1.0,0.0,1.2,0.0
1153736,,2016.0,4.0,,1.0,0.0,,0.0
1153890,,2014.0,,,0.0,1.0,,0.0
1153915,25.6,,75.0,,0.0,1.0,10.6,1.0
1153967,,,,,,,12.0,0.0
1154052,0.935,2020.0,5.0,,0.0,0.0,0.935,0.0
1154063,1.202325,2018.0,8.0,0.168,0.0,0.0,0.67,0.0
1154161,,2015.0,52.0,,0.0,1.0,0.06,0.0
1154224,,,,,,,,0.0
1154282,24.84486631,2019.0,34.0,,0.0,1.0,18.000002000000002,0.0
1154316,,1872.0,449.0,,0.0,0.0,,0.0
1154331,0.2,2006.0,8.0,13.0,0.0,0.0,0.2,0.0
1154512,,2010.0,6.0,,0.0,1.0,,0.0
1154568,1.399998,2009.0,,,0.0,1.0,0.999998,0.0
1154691,28.083688,2012.0,25.0,,0.0,1.0,335.0,1.0
1154752,12.75,2013.0,13.0,,0.0,1.0,12.75,1.0
1154910,0.449999,2015.0,9.0,,1.0,0.0,0.449999,0.0
1154995,4.06074,2011.0,11.0,,0.0,1.0,2.860721,1.0
1155336,0.05,2014.0,5.0,,1.0,0.0,0.05,0.0
1155449,,,,,,,0.4,0.0
1155450,40.0,2018.0,48.0,,0.0,0.0,20.0,0.0
1155502,36.30166,2012.0,45.0,,0.0,1.0,112.3,1.0
1155517,,,,,,,,0.0
1155631,9.091,2014.0,98.0,60.0,0.0,0.0,,0.0
1155696,,1998.0,30.0,5.0,0.0,1.0,,0.0
1155874,8.999999,2016.0,60.0,,0.0,0.0,6.0,0.0
1155979,,2013.0,,1.0,0.0,1.0,,0.0
1156033,7.277,2000.0,206.0,,0.0,0.0,5.0,1.0
1156112,0.06,2014.0,6.0,,0.0,0.0,0.06,0.0
1156183,0.78,2015.0,6.0,,1.0,0.0,0.78,0.0
1156492,,2005.0,,,0.0,1.0,,0.0
1156544,,2010.0,8.0,,1.0,0.0,,0.0
1156653,630.143152,2018.0,262.0,7.626,0.0,1.0,266.67999100000003,1.0
1156785,0.025,2014.0,9.0,2.489023,0.0,0.0,0.07865,0.0
1156823,0.12,2012.0,489.0,30.0,0.0,1.0,33.13,0.0
1156907,4.899999,2007.0,23.0,,0.0,0.0,3.499999,1.0
1156921,18.698149,2008.0,50.0,0.4,0.0,1.0,10.0,1.0
1156975,,2015.0,,,0.0,0.0,,0.0
1157090,,2006.0,16.0,,0.0,0.0,,0.0
1157108,0.085,2018.0,4.0,,0.0,1.0,0.085,0.0
1157170,,2018.0,4.0,,0.0,1.0,,0.0
1157225,,,,,,,6.3122510300000005,0.0
1157237,,2013.0,8.0,,0.0,0.0,,0.0
1157265,26.1,1991.0,270.0,54.5,0.0,0.0,15.0,0.0
1157359,1.375,2013.0,6.0,,1.0,0.0,0.65,1.0
1157396,8.38,2013.0,11.0,,0.0,1.0,12.2,0.0
1157400,40.0,2001.0,275.0,138.0,0.0,1.0,130.0,0.0
1158043,5.88716,2013.0,,15.4,0.0,0.0,5.88716,0.0
1158131,,2015.0,,,0.0,1.0,10.0,0.0
1158138,8.564977,2010.0,23.0,,0.0,1.0,49.07,1.0
1158228,108.104999,2013.0,46.0,,0.0,0.0,100.0,1.0
1158232,14.111087,2015.0,43.0,,0.0,0.0,6.6478,1.0
1158457,2.54467,2008.0,13.0,,0.0,0.0,1.444669,1.0
1158466,16.805384,2004.0,20.0,7.12891157,1.0,0.0,6.669999,0.0
1158529,,2011.0,16.0,0.530504,0.0,1.0,,0.0
1158587,,2016.0,78.0,,0.0,1.0,60.0,0.0
1158698,3.9,2014.0,20.0,,0.0,1.0,3.9,0.0
1158718,,2014.0,39.0,,0.0,1.0,0.251647,0.0
1158844,10.000372,2012.0,16.0,,1.0,0.0,8.000001,1.0
1158885,,2011.0,53.0,6.020689,0.0,1.0,,0.0
1159030,18.819274,2002.0,13.0,,0.0,0.0,5.000001,1.0
1159130,,2012.0,56.0,,0.0,1.0,,0.0
1159303,4.65,2018.0,22.0,,0.0,0.0,4.6000000000000005,0.0
1159340,33.305769,2007.0,40.0,,0.0,0.0,12.999999,1.0
1159386,7.32043,2004.0,15.0,,1.0,0.0,2.5432900000000003,1.0
1159431,0.795,2018.0,8.0,0.45,0.0,0.0,0.5,0.0
1159442,2.3,2011.0,3.0,,1.0,0.0,2.3,0.0
1159447,5.839168,2017.0,15.0,,0.0,0.0,15.0,1.0
1159513,0.5,2013.0,16.0,2.7,0.0,1.0,0.3,0.0
1159560,1.115899,2018.0,11.0,1.0,0.0,0.0,0.95,0.0
1159702,,2013.0,,16.667,0.0,1.0,106.2,0.0
1159833,,2011.0,6.0,,0.0,1.0,4.5,0.0
1159902,,2013.0,109.0,2.2,0.0,0.0,,0.0
1160057,13.5,2018.0,34.0,1.5,0.0,0.0,7.5,1.0
1160114,0.55,2013.0,14.0,,0.0,0.0,0.55,0.0
1160367,,2008.0,11.0,20.0,0.0,1.0,,0.0
1160641,0.75,2014.0,7.0,,0.0,0.0,0.75,0.0
1160663,,2014.0,,,0.0,1.0,,0.0
1160767,,2007.0,6.0,,0.0,1.0,,0.0
1160917,,2012.0,102.0,4.9,0.0,0.0,,0.0
1160959,1.035,2017.0,8.0,14.971,0.0,0.0,1.456292,0.0
1161025,,,,,,,,0.0
1161066,2.2,2014.0,8.0,,0.0,1.0,1.325,0.0
1161322,0.22099,2011.0,11.0,,0.0,1.0,0.22099,0.0
1161377,4.2,2016.0,24.0,,0.0,0.0,2.65,0.0
1161405,,2016.0,12.0,,0.0,0.0,0.01,1.0
1161412,,2005.0,40.0,,0.0,1.0,,0.0
1161418,,,,,,,,0.0
1161583,0.05,2015.0,2.0,,1.0,0.0,0.05,0.0
1161589,6.72403011,2017.0,10.0,,1.0,0.0,6.72403011,0.0
1161752,5.954858,2014.0,40.0,,0.0,1.0,3.494858,0.0
1161753,3.388218,2007.0,10.0,,0.0,0.0,3.031168,0.0
1161768,0.75,2018.0,10.0,,0.0,0.0,1.5,0.0
1161900,,2005.0,13.0,,0.0,1.0,,0.0
1161921,0.12,2014.0,6.0,,1.0,0.0,0.12,0.0
1162007,,2020.0,1.0,,0.0,1.0,,0.0
1162265,,2005.0,168.0,,0.0,0.0,3.15,0.0
1162757,,2018.0,,,0.0,0.0,0.025,0.0
1162765,,2012.0,19.0,,0.0,1.0,,0.0
1162860,1.3,2014.0,4.0,,0.0,0.0,1.3,1.0
1162899,0.263,2013.0,28.0,,0.0,0.0,0.453,0.0
1162907,7.8,2013.0,23.0,,1.0,0.0,5.3,1.0
1163016,3.29,2020.0,12.0,,0.0,0.0,2.43,0.0
1163165,14.57441,2005.0,65.0,9.7,0.0,1.0,10.0,0.0
1163293,1.379503,2010.0,,,0.0,1.0,0.629553,0.0
1163372,0.59628135,2015.0,6.0,,0.0,0.0,,0.0
1163414,,2004.0,,,0.0,1.0,,0.0
1163439,,2013.0,4.0,,1.0,0.0,,0.0
1163529,7.0,2010.0,11.0,,1.0,0.0,7.0,1.0
1163545,0.128605,2017.0,5.0,0.001579,1.0,0.0,0.08004,0.0
1163743,,2013.0,7.0,,0.0,0.0,0.002125,0.0
1163755,1.1,2014.0,7.0,,0.0,0.0,1.1,0.0
1163926,0.04125,2014.0,2.0,,1.0,0.0,0.04125,0.0
1163954,3.419998,2015.0,12.0,,1.0,0.0,2.8,0.0
1163986,,2011.0,4.0,,0.0,1.0,,0.0
1164095,29.632864,2001.0,38.0,9.6,0.0,1.0,12.469515,1.0
1164104,,1985.0,14.0,1.303216,0.0,0.0,0.29,0.0
1164385,0.1,2014.0,,,1.0,0.0,0.075,0.0
1164455,4.925,2013.0,4.0,,1.0,0.0,4.0,0.0
1164461,15.0,2021.0,24.0,,0.0,1.0,15.0,0.0
1164728,60.0,2009.0,117.0,,0.0,0.0,60.0,1.0
1165025,1.925,2000.0,1400.0,4.6000000000000005,0.0,1.0,1.6,1.0
1165030,41.143,2015.0,25.0,,0.0,0.0,120.0,0.0
1165185,,2011.0,,,0.0,1.0,,0.0
1165208,85.499978,2013.0,198.0,4.0,0.0,0.0,49.99998,1.0
1165212,0.2,2015.0,,,0.0,0.0,0.15,0.0
1165213,1.878,2013.0,11.0,,1.0,0.0,1.76,1.0
1165251,0.25,2013.0,7.0,,0.0,0.0,0.2,0.0
1165334,0.75,2015.0,16.0,4.2,0.0,1.0,30.0,0.0
1165441,,2019.0,6.0,,0.0,1.0,,0.0
1165684,8.091,2008.0,23.0,,0.0,1.0,0.54,1.0
1165831,2.8,2014.0,3.0,,1.0,0.0,2.0,1.0
1165949,11.5,2009.0,,,0.0,1.0,7.5,1.0
1165978,43.79588,2000.0,51.0,,0.0,1.0,15.089503,1.0
1166039,10.96711,2011.0,18.0,,0.0,1.0,8.000001000000001,1.0
1166077,3.8,2010.0,59.0,,0.0,0.0,50.0,1.0
1166095,31.25998,2015.0,73.0,0.168957,0.0,0.0,17.819502,1.0
1166288,,,,,,,,0.0
1166323,1.2,2015.0,21.0,,1.0,1.0,1.2,0.0
1166330,0.05,2017.0,3.0,,1.0,0.0,0.05,0.0
1166412,2.624998,2015.0,26.0,2.0,0.0,0.0,1.599999,0.0
1166419,,2012.0,24.0,,0.0,1.0,2.0,0.0
1166444,15.54259,2017.0,18.0,,0.0,0.0,5.578897,1.0
1166513,13.5,1996.0,4.0,0.32,0.0,0.0,13.5,0.0
1166597,22.3,2010.0,160.0,7.6,0.0,0.0,8.0,1.0
1166623,12.7,2017.0,19.0,,0.0,0.0,9.7,1.0
1166765,,2012.0,220.0,1.19,0.0,1.0,,0.0
1167059,57.279574,2005.0,101.0,100.0,0.0,1.0,119.0,1.0
1167078,,1981.0,110.0,20.068708,0.0,0.0,,0.0
1167142,8.625,2017.0,19.0,0.75,0.0,0.0,6.5,1.0
1167182,1.0,2017.0,8.0,,0.0,0.0,1.0,0.0
1167429,0.95,2017.0,9.0,,0.0,1.0,0.95,0.0
1167444,,2010.0,14.0,0.304174,0.0,1.0,,0.0
1167476,1.5,2007.0,57.0,0.79805157,0.0,0.0,1.0,0.0
1167597,7.018198,2018.0,24.0,0.0,0.0,0.0,5.000001,1.0
1167690,,2003.0,84.0,25600.0,0.0,1.0,23.0,0.0
1167694,144.500001,2010.0,29.0,,0.0,0.0,55.0,1.0
1167715,,2017.0,43.0,,0.0,0.0,,0.0
1167788,8.600001,2013.0,46.0,,0.0,1.0,1000.0,1.0
1167828,,2013.0,,,1.0,0.0,,0.0
1167834,57.017259,2014.0,128.0,6.2,0.0,0.0,34.168,1.0
1167880,7.375377,2020.0,22.0,0.44,0.0,0.0,3.875,1.0
1167904,64.0,1987.0,135.0,17.712,0.0,0.0,36.0,0.0
1167945,6.9750000000000005,2012.0,25.0,,0.0,1.0,6.9750000000000005,1.0
1168050,48.435256,2016.0,82.0,,0.0,0.0,20.592001,1.0
1168069,38.699999,2015.0,71.0,,0.0,0.0,25.000003,1.0
1168122,,1998.0,,,0.0,1.0,,0.0
1168185,,1919.0,16.0,0.619141,1.0,0.0,,
1168496,,,,,,,9.999994,1.0
1168518,,2001.0,8.0,,0.0,1.0,,0.0
1168598,82.577543,1997.0,,4.9,0.0,1.0,39.1,0.0
1168650,,2014.0,,,0.0,1.0,,0.0
1168708,0.5700000000000001,2016.0,28.0,0.2,0.0,0.0,0.5,0.0
1168855,,,,,,,70.0,1.0
1168946,0.25,2014.0,5.0,,0.0,0.0,0.25,0.0
1169105,10.0,2015.0,40.0,,0.0,1.0,10.0,0.0
1169151,,2010.0,200.0,6.9,0.0,0.0,,0.0
1169215,7.30322,2002.0,27.0,5.0,0.0,0.0,2.500001,1.0
1169227,,2008.0,61.0,18.0,0.0,0.0,,0.0
1169358,26.35505,2004.0,63.0,,0.0,1.0,11.23,1.0
1169555,30.175,2008.0,371.0,100.0,0.0,0.0,63.0,1.0
1169918,0.948578,2016.0,5.0,242.935,0.0,0.0,0.628577,0.0
1169935,,2017.0,4.0,,0.0,1.0,4.0,0.0
1170008,6.4,2011.0,31.0,84.0,0.0,1.0,6.4,1.0
1170059,264.475211,2013.0,152.0,,0.0,0.0,200.0,0.0
1170397,,1969.0,943.0,111.821,0.0,0.0,1.6,0.0
1170436,,2008.0,8.0,1.0,0.0,1.0,2.5,0.0
1170602,35.849991,2018.0,55.0,,0.0,0.0,20.5,1.0
1170682,5.609999,2010.0,16.0,,1.0,0.0,3.7,1.0
1170709,53.3,1999.0,134.0,,0.0,1.0,16.0,1.0
1170835,2.7636639,2013.0,17.0,,1.0,0.0,2.7636639,0.0
1170846,,2017.0,8.0,,0.0,0.0,,0.0
1171032,5.5262,2007.0,14.0,,0.0,1.0,30.0,1.0
1171352,,2019.0,25.0,,0.0,0.0,,0.0
1171374,5.098306,2014.0,4.0,,1.0,0.0,3.078554,0.0
1171451,,2013.0,5.0,,0.0,1.0,,0.0
1171568,,,,,,,,0.0
1171571,,2013.0,,,0.0,1.0,,0.0
1171644,7.0,2009.0,47.0,7.2,0.0,1.0,5.0,0.0
1171690,33.949919,2000.0,,,0.0,1.0,21.0,1.0
1171701,2.1,2019.0,9.0,,0.0,0.0,2.1,0.0
1171717,,2016.0,3.0,,0.0,1.0,9.65,0.0
1171827,44.538756,2017.0,9.0,,0.0,0.0,23.13619,1.0
1171836,1.614997,2012.0,34.0,11.5,0.0,1.0,1.099997,1.0
1171942,0.1,2011.0,2.0,10.0,0.0,0.0,0.1,0.0
1171974,193.54,1996.0,29.0,6.44,0.0,1.0,100.8,1.0
1172033,,2018.0,8.0,,0.0,1.0,12.1,0.0
1172041,,2016.0,80.0,,0.0,1.0,355.0,0.0
1172046,7.22,2013.0,14.0,,0.0,1.0,7.0,1.0
1172073,,2012.0,82.0,,0.0,0.0,,0.0
1172148,68.984384,2011.0,60.0,2.310659,0.0,1.0,30.344392,0.0
1172154,5.25,2018.0,9.0,0.0,0.0,0.0,5.0,0.0
1172187,37.099998,2017.0,44.0,,0.0,1.0,25.0,1.0
1172372,0.075,2013.0,,,1.0,0.0,0.075,0.0
1172381,8.547665,2018.0,124.0,5589.607,0.0,0.0,5.682943,0.0
1172392,45.0,2001.0,139.0,21.0,0.0,0.0,22.0,1.0
1172409,242.998943,2008.0,136.0,,0.0,0.0,52.0,1.0
1172567,0.06,2015.0,4.0,,1.0,0.0,0.135,0.0
1172603,15.990583,2011.0,,,0.0,1.0,7.395582,1.0
1172792,1.51031,2009.0,50.0,,0.0,1.0,0.95081,0.0
1172808,10.0,2020.0,45.0,,0.0,0.0,8.0,0.0
1172820,9.53648,2007.0,8.0,,0.0,0.0,6.70478,1.0
1173176,82.699999,2018.0,83.0,,0.0,0.0,68.000001,1.0
1173247,15.944965,2015.0,27.0,,0.0,0.0,7.0,1.0
1173268,96.2,2006.0,16.0,,0.0,1.0,484.3,1.0
1173356,11.5,2014.0,152.0,4.5,0.0,1.0,7.0,1.0
1173449,5470.0,1968.0,4400.0,550.4,0.0,0.0,3175.0,0.0
1173491,,,,,,,2.36830544,0.0
1173542,0.175,2013.0,15.0,1.0,0.0,0.0,0.1,0.0
1173601,,1994.0,100.0,10.115477,0.0,1.0,,0.0
1173697,,2016.0,29.0,,0.0,0.0,,0.0
1173776,6.6000000000000005,2005.0,15.0,5.0,0.0,1.0,4.0,0.0
1173839,,2014.0,,,0.0,1.0,,0.0
1173861,,2010.0,94.0,,0.0,0.0,,0.0
1173864,0.03,2012.0,,,0.0,1.0,0.03,0.0
1173876,0.032,2012.0,2.0,,0.0,1.0,0.03,0.0
